ID_Z4	Plot_Z4	PHASE_Z4	Block_Z4	Scheme_Z4	SCH_ABV_Z4	KEY_Z4	Road_Z4	GD_ST_Z4	Plot_Area_Z4	DC_Z4	Total_Z4	2024_PAID_Z4	2025_PAID_Z4	Pending_Z4	PT_STATUS_Z4	AD_Z4	REMARKS_Z4	Category_Z4	EXTRA_Z4
129	260	ALHAMRA TOWN		ALHAMRA TOWN	AHT	260--AHT	10	Illegal	1 Kanal	1934750	963688	0	0	963688	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
130	261	ALHAMRA TOWN		ALHAMRA TOWN	AHT	261--AHT	10	Illegal	1 Kanal	1934750	0	0	0	0	RESIDENTIAL/USE RESTORED	MUHAMMAD IJAZ		ILLEGAL	
131	264	ALHAMRA TOWN		ALHAMRA TOWN	AHT	264--AHT	1	Illegal	1 Kanal	1934750	963688	0	0	963688	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
132	265	ALHAMRA TOWN		ALHAMRA TOWN	AHT	265--AHT	11	Illegal	1 Kanal	1934750	963688	0	0	963688	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
133	273	ALHAMRA TOWN		ALHAMRA TOWN	AHT	273--AHT	1	Illegal	1 Kanal	1934750	963688	0	0	963688	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
134	276	ALHAMRA TOWN		ALHAMRA TOWN	AHT	276--AHT	10	Illegal	1 Kanal	1934750	386950	1120000	386950	0	FULL PAYMENT	MUHAMMAD IJAZ		ILLEGAL	
135	283	ALHAMRA TOWN		ALHAMRA TOWN	AHT	283--AHT	10	Illegal	1 Kanal	1934750	963688	0	0	963688	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
136	284	ALHAMRA TOWN		ALHAMRA TOWN	AHT	284--AHT	8	Illegal	1 Kanal	1934750	963688	0	0	963688	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
137	285	ALHAMRA TOWN		ALHAMRA TOWN	AHT	285--AHT	10	Illegal	1 Kanal	1934750	866950	0	100000	766950	PARTIAL PAYMENT	MUHAMMAD IJAZ		ILLEGAL	
138	286	ALHAMRA TOWN		ALHAMRA TOWN	AHT	286--AHT	10	Illegal	1 Kanal	1934750	963688	0	100000	863688	PARTIAL PAYMENT	MUHAMMAD IJAZ		ILLEGAL	
139	287	ALHAMRA TOWN		ALHAMRA TOWN	AHT	287--AHT	12	Illegal	1 Kanal	1934750	863688	100000	0	863688	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
140	299	ALHAMRA TOWN		ALHAMRA TOWN	AHT	299--AHT	10	Illegal	10 Marla	1934750	441844	0	0	441844	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
141	309	ALHAMRA TOWN		ALHAMRA TOWN	AHT	309--AHT	10	Illegal	1 Kanal	1934750	0	0	0	0	ABANDONED	MUHAMMAD IJAZ		ILLEGAL	
142	312	ALHAMRA TOWN		ALHAMRA TOWN	AHT	312--AHT	12	Illegal	1 Kanal	1934750	0	0	0	0	ABANDONED	MUHAMMAD IJAZ		ILLEGAL	
143	313	ALHAMRA TOWN		ALHAMRA TOWN	AHT	313--AHT	11	Illegal	7.8 Marla	1934750	80000	0	0	80000	UNDER CONSTRUCTION	MUHAMMAD IJAZ		ILLEGAL	
144	320	ALHAMRA TOWN		ALHAMRA TOWN	AHT	320--AHT	11	Illegal	1 Kanal	1934750	0	0	0	0	ABANDONED	MUHAMMAD IJAZ		ILLEGAL	
145	323	ALHAMRA TOWN		ALHAMRA TOWN	AHT	323--AHT	10	Illegal	1 Kanal	1934750	0	0	0	0	ABANDONED	MUHAMMAD IJAZ		ILLEGAL	
146	324	ALHAMRA TOWN		ALHAMRA TOWN	AHT	324--AHT	1	Illegal	8 Marla	1934750	393475	0	0	393475	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
147	332	ALHAMRA TOWN		ALHAMRA TOWN	AHT	332--AHT	10	Illegal	8 Marla	1934750	393475	0	0	393475	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
148	1	ALI TOWN		ALI TOWN	ALT	1--ALT	Street 9	Constructed Residential	10 Marla	1618000	140000	0	0	140000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
149	4	ALI TOWN		ALI TOWN	ALT	4--ALT	Street 9	Constructed Residential	10 Marla	1618000	140000	0	0	140000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
150	5	ALI TOWN		ALI TOWN	ALT	5--ALT	Street 9	Constructed Residential	10 Marla	1618000	140000	0	0	140000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
151	6	ALI TOWN		ALI TOWN	ALT	6--ALT	Other	Perm Commercial	Abnormal	0	0	0	0	0	PERM COMMERCIAL	MUHAMMAD IJAZ		PERM. COMM	
152	8	ALI TOWN		ALI TOWN	ALT	8--ALT	Street 9	Constructed Residential	10 Marla	1618000	140000	0	0	140000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
153	9	ALI TOWN		ALI TOWN	ALT	9--ALT	Street 9	Constructed Residential	10 Marla	1618000	140000	0	0	140000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
154	11	ALI TOWN		ALI TOWN	ALT	11--ALT	Street 9	Perm Commercial	10 Marla	1618000	140000	0	0	140000	PERM COMMERCIAL	MUHAMMAD IJAZ		PERM. COMM	
155	12	ALI TOWN		ALI TOWN	ALT	12--ALT	Street 9	Constructed Residential	10 Marla	1618000	140000	0	0	140000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
156	13	ALI TOWN		ALI TOWN	ALT	13--ALT	Street 8	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
157	14	ALI TOWN		ALI TOWN	ALT	14--ALT	Street 8	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
158	15	ALI TOWN		ALI TOWN	ALT	15--ALT	Street 8	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
159	16	ALI TOWN		ALI TOWN	ALT	16--ALT	Street 8	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
160	17	ALI TOWN		ALI TOWN	ALT	17--ALT	Street 8	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
161	18	ALI TOWN		ALI TOWN	ALT	18--ALT	Street 8	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
162	19	ALI TOWN		ALI TOWN	ALT	19--ALT	Street 7	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
163	20	ALI TOWN		ALI TOWN	ALT	20--ALT	Street 7	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
164	21	ALI TOWN		ALI TOWN	ALT	21--ALT	Street 7	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
165	22	ALI TOWN		ALI TOWN	ALT	22--ALT	Street 7	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
166	30	ALI TOWN		ALI TOWN	ALT	30--ALT	Street 7	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
167	43	ALI TOWN		ALI TOWN	ALT	43--ALT	Street 8	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
168	44	ALI TOWN		ALI TOWN	ALT	44--ALT	Street 8	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
169	45	ALI TOWN		ALI TOWN	ALT	45--ALT	Street 8	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
170	46	ALI TOWN		ALI TOWN	ALT	46--ALT	Street 8	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
171	51	ALI TOWN		ALI TOWN	ALT	51--ALT	Street 11	Constructed Residential	10 Marla	1618000	140000	0	0	140000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
172	54	ALI TOWN		ALI TOWN	ALT	54--ALT	Street 10	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
173	58	ALI TOWN		ALI TOWN	ALT	58--ALT	Street 11	Constructed Residential	10 Marla	1618000	140000	0	0	140000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
174	59	ALI TOWN		ALI TOWN	ALT	59--ALT	Street 11	Constructed Residential	10 Marla	1618000	140000	0	0	140000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
175	63	ALI TOWN		ALI TOWN	ALT	63--ALT	Street 2	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
176	64	ALI TOWN		ALI TOWN	ALT	64--ALT	Street 11	Constructed Residential	10 Marla	1618000	140000	0	0	140000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
177	65	ALI TOWN		ALI TOWN	ALT	65--ALT	Street 11	Constructed Residential	10 Marla	1618000	140000	0	0	140000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
178	70	ALI TOWN		ALI TOWN	ALT	70--ALT	Street 11	Constructed Residential	10 Marla	1618000	140000	0	0	140000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
179	75	ALI TOWN		ALI TOWN	ALT	75--ALT	Street 2	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
180	77	ALI TOWN		ALI TOWN	ALT	77--ALT	Street 12	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
181	78	ALI TOWN		ALI TOWN	ALT	78--ALT	Street 12	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
182	87	ALI TOWN		ALI TOWN	ALT	87--ALT	Street 5	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
183	103	ALI TOWN		ALI TOWN	ALT	103--ALT	Street 2	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
184	104	ALI TOWN		ALI TOWN	ALT	104--ALT	Street 2	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
185	105	ALI TOWN		ALI TOWN	ALT	105--ALT	Street 2	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
186	106	ALI TOWN		ALI TOWN	ALT	106--ALT	Street 2	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
187	107	ALI TOWN		ALI TOWN	ALT	107--ALT	Street 2	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
188	110	ALI TOWN		ALI TOWN	ALT	110--ALT	Street 5	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
189	114	ALI TOWN		ALI TOWN	ALT	114--ALT	Street 3	Constructed Commercial	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
190	120	ALI TOWN		ALI TOWN	ALT	120--ALT	Street 1	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
191	129	ALI TOWN		ALI TOWN	ALT	129--ALT	Street 3	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
192	134	ALI TOWN		ALI TOWN	ALT	134--ALT	Street 3	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
193	136	ALI TOWN		ALI TOWN	ALT	136--ALT	Street 2	Constructed Commercial	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
194	138	ALI TOWN		ALI TOWN	ALT	138--ALT	Street 2	Constructed Commercial	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
195	139	ALI TOWN		ALI TOWN	ALT	139--ALT	Street 2	Constructed Commercial	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
196	140	ALI TOWN		ALI TOWN	ALT	140--ALT	Street 2	Constructed Commercial	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
197	141	ALI TOWN		ALI TOWN	ALT	141--ALT	Street 3	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
198	142	ALI TOWN		ALI TOWN	ALT	142--ALT	Street 3	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
199	143	ALI TOWN		ALI TOWN	ALT	143--ALT	Street 3	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
200	149	ALI TOWN		ALI TOWN	ALT	149--ALT	Street 4	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
201	151	ALI TOWN		ALI TOWN	ALT	151--ALT	Street 4	Constructed Commercial	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
202	152	ALI TOWN		ALI TOWN	ALT	152--ALT	Street 4	Constructed Commercial	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
203	153	ALI TOWN		ALI TOWN	ALT	153--ALT	Street 4	Constructed Commercial	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
204	154	ALI TOWN		ALI TOWN	ALT	154--ALT	Street 6	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
205	155	ALI TOWN		ALI TOWN	ALT	155--ALT	Street 6	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
206	156	ALI TOWN		ALI TOWN	ALT	156--ALT	Street 6	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
207	158	ALI TOWN		ALI TOWN	ALT	158--ALT	Street 6	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
208	162	ALI TOWN		ALI TOWN	ALT	162--ALT	Street 6	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
209	163	ALI TOWN		ALI TOWN	ALT	163--ALT	Street 6	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
210	164	ALI TOWN		ALI TOWN	ALT	164--ALT	Ali Town Rd	Constructed Commercial	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
211	167	ALI TOWN		ALI TOWN	ALT	167--ALT	Ali Town Rd	Constructed Commercial	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
212	168	ALI TOWN		ALI TOWN	ALT	168--ALT	Street 6	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
213	169	ALI TOWN		ALI TOWN	ALT	169--ALT	Ali Town Rd	Constructed Commercial	1 Kanal	1618000	336000	0	0	336000	REVISION REQUEST	MUHAMMAD IJAZ		ILLEGAL	
214	170	ALI TOWN		ALI TOWN	ALT	170--ALT	Street 6	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
215	180	ALI TOWN		ALI TOWN	ALT	180--ALT	Street 2	Constructed Commercial	1 Kanal	1618000	336000	0	0	336000	REVISION REQUEST	MUHAMMAD IJAZ		ILLEGAL	
216	181	ALI TOWN		ALI TOWN	ALT	181--ALT	Street 2	Constructed Commercial	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
217	182	ALI TOWN		ALI TOWN	ALT	182--ALT	Street 2	Constructed Commercial	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
218	183	ALI TOWN		ALI TOWN	ALT	183--ALT	Other	Perm Commercial	Abnormal	0	0	0	0	0	PERM COMMERCIAL	MUHAMMAD IJAZ		PERM. COMM	
219	184	ALI TOWN		ALI TOWN	ALT	184--ALT	Other	Perm Commercial	Abnormal	0	0	0	0	0	PERM COMMERCIAL	MUHAMMAD IJAZ		PERM. COMM	
220	186	ALI TOWN		ALI TOWN	ALT	186--ALT	Street 2	Constructed Commercial	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
221	187	ALI TOWN		ALI TOWN	ALT	187--ALT	Street 1	Constructed Commercial	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
222	189	ALI TOWN		ALI TOWN	ALT	189--ALT	Street 1	Constructed Commercial	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
223	190	ALI TOWN		ALI TOWN	ALT	190--ALT	Street 1	Constructed Commercial	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
224	192	ALI TOWN		ALI TOWN	ALT	192--ALT	Street 1	Constructed Commercial	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
225	193	ALI TOWN		ALI TOWN	ALT	193--ALT	Street 1	Constructed Commercial	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
226	194	ALI TOWN		ALI TOWN	ALT	194--ALT	Street 1	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
227	195	ALI TOWN		ALI TOWN	ALT	195--ALT	Street 1	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
228	214	ALI TOWN		ALI TOWN	ALT	214--ALT	Street 1	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
229	216	ALI TOWN		ALI TOWN	ALT	216--ALT	Street 1	Constructed Commercial	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
230	217	ALI TOWN		ALI TOWN	ALT	217--ALT	Street 1	Constructed Commercial	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
231	218	ALI TOWN		ALI TOWN	ALT	218--ALT	Street 1	Constructed Commercial	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
232	219	ALI TOWN		ALI TOWN	ALT	219--ALT	Street 1	Constructed Commercial	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
233	220	ALI TOWN		ALI TOWN	ALT	220--ALT	Street 1	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
234	221	ALI TOWN		ALI TOWN	ALT	221--ALT	Street 1	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
235	222	ALI TOWN		ALI TOWN	ALT	222--ALT	Street 1	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
236	227	ALI TOWN		ALI TOWN	ALT	227--ALT	Street 1	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	REVISION REQUEST	MUHAMMAD IJAZ		ILLEGAL	
237	231	ALI TOWN		ALI TOWN	ALT	231--ALT	Street 1	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
238	233	ALI TOWN		ALI TOWN	ALT	233--ALT	Street 1	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
239	234	ALI TOWN		ALI TOWN	ALT	234--ALT	Street 1	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
240	236	ALI TOWN		ALI TOWN	ALT	236--ALT	Street 3	Constructed Commercial	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
241	238	ALI TOWN		ALI TOWN	ALT	238--ALT	Street 3	Constructed Commercial	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
242	240	ALI TOWN		ALI TOWN	ALT	240--ALT	Street 3	Constructed Commercial	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
243	103A	ALI TOWN		ALI TOWN	ALT	103A--ALT	Street 3	Constructed Commercial	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
244	105A	ALI TOWN		ALI TOWN	ALT	105A--ALT	Street 3	Constructed Commercial	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
245	105B	ALI TOWN		ALI TOWN	ALT	105B--ALT	Street 2	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
246	106A	ALI TOWN		ALI TOWN	ALT	106A--ALT	Street 3	Constructed Commercial	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
247	107A	ALI TOWN		ALI TOWN	ALT	107A--ALT	Street 3	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
248	108A	ALI TOWN		ALI TOWN	ALT	108A--ALT	Street 3	Constructed Commercial	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
249	110B	ALI TOWN		ALI TOWN	ALT	110B--ALT	Street 2	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
250	124A	ALI TOWN		ALI TOWN	ALT	124A--ALT	Street 1	Constructed Commercial	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
251	12A	ALI TOWN		ALI TOWN	ALT	12A--ALT	Street 8	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
252	12B	ALI TOWN		ALI TOWN	ALT	12B--ALT	Street 8	Constructed Residential	1 Kanal	1618000	336000	0	0	336000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
253	13A	ALI TOWN		ALI TOWN	ALT	13A--ALT	Street 9	Constructed Residential	10 Marla	1618000	140000	0	0	140000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
254	17A	ALI TOWN		ALI TOWN	ALT	17A--ALT	Street 9	Constructed Residential	10 Marla	1618000	140000	0	0	140000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
255	18A	ALI TOWN		ALI TOWN	ALT	18A--ALT	Street 9	Constructed Residential	10 Marla	1618000	140000	0	0	140000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
256	19A	ALI TOWN		ALI TOWN	ALT	19A--ALT	Street 9	Constructed Residential	10 Marla	1618000	140000	0	0	140000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
257	20A	ALI TOWN		ALI TOWN	ALT	20A--ALT	Street 9	Constructed Residential	10 Marla	1618000	140000	0	0	140000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
258	21A	ALI TOWN		ALI TOWN	ALT	21A--ALT	Street 8	Constructed Residential	10 Marla	1618000	140000	0	0	140000	NOT PAID/ NOTICE ISSUED	MUHAMMAD IJAZ		ILLEGAL	
