ID_Z4	Plot_Z4	PHASE_Z4	Block_Z4	Scheme_Z4	SCH_ABV_Z4	KEY_Z4	Road_Z4	GD_ST_Z4	Plot_Area_Z4	DC_Z4	Total_Z4	2024_PAID_Z4	2025_PAID_Z4	Pending_Z4	PT_STATUS_Z4	AD_Z4	REMARKS_Z4	Category_Z4	EXTRA_Z4
444	165	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	165-E-AA	Collage Road	Constructed Residential	16 Marla	1794250	358850	400800	100000	258850	PARTIAL PAYMENT	SALMAN ASHRAF		ILLEGAL	
445	166	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	166-E-AA	Collage Road	Constructed Commercial	16 Marla	1794250	358850	400800	0	358850	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
446	167	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	167-E-AA	Collage Road	Constructed Commercial	16 Marla	1794250	509650	250000	100000	409650	PARTIAL PAYMENT	SALMAN ASHRAF		ILLEGAL	
447	173	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	173-E-AA	Collage Road	Constructed Residential	8 Marla	1794250	480225	100000	0	480225	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
448	175	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	175-E-AA	Collage Road	Constructed Commercial	16 Marla	1794250	659650	100000	666850	0	FULL PAYMENT	SALMAN ASHRAF		ILLEGAL	
449	176	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	176-E-AA	Collage Road	Constructed Commercial	16 Marla	1794250	659650	100000	0	659650	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
450	179	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	179-E-AA	Collage Road	Constructed Commercial	16 Marla	1794250	358850	300000	50000	308850	PARTIAL PAYMENT	SALMAN ASHRAF		ILLEGAL	
451	197	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	197-E-AA	Street 4	Constructed Residential	8 Marla	1794250	580225	0	0	580225	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
452	226	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	226-E-AA	Collage Road	Constructed Commercial	8 Marla	1794250	530225	50000	0	530225	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
453	228	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	228-E-AA	Collage Road	Constructed Residential	8 Marla	1794250	580225	0	0	580225	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
454	229	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	229-E-AA	Collage Road	Constructed Residential	8 Marla	1794250	179425	167000	0	179425	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
455	233	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	233-E-AA	Collage Road	Constructed Residential	8 Marla	1794250	179425	167000	0	179425	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
456	234	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	234-E-AA	Collage Road	Constructed Residential	8 Marla	1794250	179425	167000	0	179425	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
457	235	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	235-E-AA	Collage Road	Constructed Commercial	8 Marla	1794250	179425	167000	179425	0	FULL PAYMENT	SALMAN ASHRAF		ILLEGAL	
458	237	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	237-E-AA	Collage Road	Constructed Residential	8 Marla	1794250	316425	30000	0	316425	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
459	238	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	238-E-AA	Collage Road	Constructed Residential	8 Marla	1794250	179425	167000	60000	119425	PARTIAL PAYMENT	SALMAN ASHRAF		ILLEGAL	
460	239	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	239-E-AA	Collage Road	Constructed Commercial	8 Marla	1794250	179425	167000	0	179425	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
461	242	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	242-E-AA	Collage Road	Constructed Residential	8 Marla	1794250	179425	167000	179425	0	FULL PAYMENT	SALMAN ASHRAF		ILLEGAL	
462	243	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	243-E-AA	Collage Road	Constructed Residential	8 Marla	1794250	179425	167000	60000	119425	PARTIAL PAYMENT	SALMAN ASHRAF		ILLEGAL	
463	244	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	244-E-AA	Collage Road	Constructed Commercial	8 Marla	1794250	346425	0	0	346425	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
464	245	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	245-E-AA	Collage Road	Constructed Residential	8 Marla	1794250	179425	117000	100000	79425	PARTIAL PAYMENT	SALMAN ASHRAF		ILLEGAL	
465	246	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	246-E-AA	Collage Road	Constructed Commercial	8.5 Marla	1794250	185605	167000	185605	0	FULL PAYMENT	SALMAN ASHRAF		ILLEGAL	
466	257	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	257-E-AA	Collage Road	Constructed Commercial	13 Marla	1794250	512366	180000	50000	462366	PARTIAL PAYMENT	SALMAN ASHRAF		ILLEGAL	
467	258	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	258-E-AA	Collage Road	Constructed Commercial	13 Marla	1794250	512366	180000	50000	462366	PARTIAL PAYMENT	SALMAN ASHRAF		ILLEGAL	
468	259	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	259-E-AA	Street 3	Constructed Residential	16 Marla	1794250	0	0	0	0	RESIDENTIAL/USE RESTORED	SALMAN ASHRAF		ILLEGAL	
469	273	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	273-E-AA	Audit Main Rd	Temporary Construction	16 Marla	1794250	859850	0	0	859850	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
470	274	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	274-E-AA	Audit Main Rd	Constructed Commercial	16 Marla	1794250	759650	0	100000	659650	PARTIAL PAYMENT	SALMAN ASHRAF		ILLEGAL	
471	275	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	275-E-AA	Audit Main Rd	Constructed Commercial	16 Marla	1794250	358850	400800	150000	208850	PARTIAL PAYMENT	SALMAN ASHRAF		ILLEGAL	
472	277	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	277-E-AA	Audit Main Rd	Constructed Commercial	16 Marla	1794250	358850	400800	0	358850	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
473	278	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	278-E-AA	Audit Main Rd	Constructed Commercial	16 Marla	1794250	579650	180000	50000	529650	PARTIAL PAYMENT	SALMAN ASHRAF		ILLEGAL	
474	280	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	280-E-AA	Audit Main Rd	Constructed Commercial	16 Marla	1794250	524650	235000	0	524650	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
475	281	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	281-E-AA	Audit Main Rd	Constructed Commercial	16 Marla	1794250	519650	240000	80000	439650	PARTIAL PAYMENT	SALMAN ASHRAF		ILLEGAL	
476	285	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	285-E-AA	Audit Main Rd	Constructed Commercial	16 Marla	1794250	358850	400800	358850	0	FULL PAYMENT	SALMAN ASHRAF		ILLEGAL	
477	286	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	286-E-AA	Audit Main Rd	Constructed Commercial	16 Marla	1794250	358850	400800	358850	0	FULL PAYMENT	SALMAN ASHRAF		ILLEGAL	
478	131A	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	131A-E-AA	Collage Road	Constructed Commercial	16 Marla	1794250	358850	240240	0	358850	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
479	284A	PHASE-I	E	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	284A-E-AA	Audit Main Rd	Constructed Commercial	7.5 Marla	1794250	329104	0	0	329104	NOT PAID/ NOTICE ISSUED	SALMAN ASHRAF		ILLEGAL	
480	15	PHASE-I	F	AUDIT AND ACCOUNTS HOUSING SOCIETY	AA	15-F-AA	Street 1	Constructed Residential	10 Marla	1794250	0	0	0	0	RESIDENTIAL/USE RESTORED	SALMAN ASHRAF		ILLEGAL	
481	8	AWAISIA HOUSING SOCIETY		AWAISIA HOUSING SOCIETY	AW	8--AW	Suatluj Eve	Constructed Commercial	2 Kanal	1964375	982188	540000	200000	782188	PARTIAL PAYMENT	MS SHABNOOR		ILLEGAL	
482	9	AWAISIA HOUSING SOCIETY		AWAISIA HOUSING SOCIETY	AW	9--AW	Suatluj Eve	Perm Commercial	Abnormal	0	0	0	0	0	PERM COMMERCIAL	MS SHABNOOR		PERM. COMM	
483	10	AWAISIA HOUSING SOCIETY		AWAISIA HOUSING SOCIETY	AW	10--AW	Suatluj Eve	Constructed Commercial	2 Kanal	1964375	2242474	300000	500000	1742474	PARTIAL PAYMENT	MS SHABNOOR		ILLEGAL	
484	11	AWAISIA HOUSING SOCIETY		AWAISIA HOUSING SOCIETY	AW	11--AW	Suatluj Eve	Constructed Commercial	2 Kanal	1964375	1522188	0	0	1522188	NOT PAID/ NOTICE ISSUED	MS SHABNOOR		ILLEGAL	
485	12	AWAISIA HOUSING SOCIETY		AWAISIA HOUSING SOCIETY	AW	12--AW	Suatluj Eve	Constructed Commercial	2 Kanal	1964375	2242188	0	300000	1942188	PARTIAL PAYMENT	MS SHABNOOR		ILLEGAL	
486	14	AWAISIA HOUSING SOCIETY		AWAISIA HOUSING SOCIETY	AW	14--AW	Suatluj Eve	Constructed Residential	2 Kanal	1964375	2242188	630000	0	2242188	NOT PAID/ NOTICE ISSUED	MS SHABNOOR		ILLEGAL	
487	15	AWAISIA HOUSING SOCIETY		AWAISIA HOUSING SOCIETY	AW	15--AW	Suatluj Eve	Constructed Commercial	2 Kanal	1964375	1742188	290000	400000	1342188	PARTIAL PAYMENT	MS SHABNOOR		ILLEGAL	
488	16	AWAISIA HOUSING SOCIETY		AWAISIA HOUSING SOCIETY	AW	16--AW	Suatluj Eve	Constructed Commercial	2 Kanal	1964375	2242188	0	0	2242188	NOT PAID/ NOTICE ISSUED	MS SHABNOOR		ILLEGAL	
489	17	AWAISIA HOUSING SOCIETY		AWAISIA HOUSING SOCIETY	AW	17--AW	Suatluj Eve	Constructed Commercial	2 Kanal	1964375	1942188	300000	300000	1642188	PARTIAL PAYMENT	MS SHABNOOR		ILLEGAL	
490	18	AWAISIA HOUSING SOCIETY		AWAISIA HOUSING SOCIETY	AW	18--AW	Suatluj Eve	Constructed Commercial	2 Kanal	1964375	1612188	1230000	1612188	0	FULL PAYMENT	MS SHABNOOR		ILLEGAL	
491	19	AWAISIA HOUSING SOCIETY		AWAISIA HOUSING SOCIETY	AW	19--AW	Suatluj Eve	Constructed Residential	2 Kanal	1964375	1612188	1230000	982188	630000	PARTIAL PAYMENT	MS SHABNOOR		ILLEGAL	
492	21	AWAISIA HOUSING SOCIETY		AWAISIA HOUSING SOCIETY	AW	21--AW	Suatluj Eve	Constructed Residential	2 Kanal	1964375	2242188	0	0	2242188	NOT PAID/ NOTICE ISSUED	MS SHABNOOR		ILLEGAL	
493	114	AWAISIA HOUSING SOCIETY		AWAISIA HOUSING SOCIETY	AW	114--AW	Suatluj Eve	Constructed Commercial	1 Kanal	1964375	491094	540000	491094	0	FULL PAYMENT	MS SHABNOOR		ILLEGAL	
494	1	BOR (BOARD OF REVENUE HOUSING SOCIETY)	A	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	1-A-BOR	BOR Main Road	Temporary Construction	7 Marla	2280000	199500	0	0	199500	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
495	2	BOR (BOARD OF REVENUE HOUSING SOCIETY)	A	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	2-A-BOR	BOR Main Road	Constructed Commercial	7 Marla	2280000	199500	0	0	199500	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
496	5	BOR (BOARD OF REVENUE HOUSING SOCIETY)	A	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	5-A-BOR	1	Illegal	7 Marla	2517000	417988	0	0	417988	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
497	6	BOR (BOARD OF REVENUE HOUSING SOCIETY)	A	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	6-A-BOR	BOR Main Road	Constructed Commercial	3 Marla	2517000	75510	0	0	75510	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
498	7	BOR (BOARD OF REVENUE HOUSING SOCIETY)	A	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	7-A-BOR	BOR Main Road	Constructed Commercial	3 Marla	2517000	175260	0	0	175260	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
499	110	BOR (BOARD OF REVENUE HOUSING SOCIETY)	A	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	110-A-BOR	10	Illegal	3 Marla	2517000	273260	0	0	273260	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
500	156	BOR (BOARD OF REVENUE HOUSING SOCIETY)	A	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	156-A-BOR	BOR Main Road	Constructed Commercial	3 Marla	2280000	68400	0	0	68400	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
501	157	BOR (BOARD OF REVENUE HOUSING SOCIETY)	A	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	157-A-BOR	1	Illegal	2 Marla	2517000	68140	50000	0	68140	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
502	206	BOR (BOARD OF REVENUE HOUSING SOCIETY)	A	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	206-A-BOR	Other	Illegal	6 Marla	2517000	188775	171000	188775	0	FULL PAYMENT	SHAFIQ UR REHMAN		ILLEGAL	
503	244	BOR (BOARD OF REVENUE HOUSING SOCIETY)	A	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	244-A-BOR	Other	Illegal	6 Marla	2517000	188775	171000	188775	0	FULL PAYMENT	SHAFIQ UR REHMAN		ILLEGAL	
504	1A	BOR (BOARD OF REVENUE HOUSING SOCIETY)	A	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	1A-A-BOR	BOR Main Road	Temporary Construction	3 Marla	2280000	68400	0	0	68400	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
505	1B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	A	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	1B-A-BOR	BOR Main Road	Temporary Construction	7 Marla	2517000	319738	0	0	319738	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
506	1C	BOR (BOARD OF REVENUE HOUSING SOCIETY)	A	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	1C-A-BOR	BOR Main Road	Temporary Construction	3 Marla	2280000	68400	0	0	68400	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
507	1D	BOR (BOARD OF REVENUE HOUSING SOCIETY)	A	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	1D-A-BOR	BOR Main Road	Constructed Commercial	3 Marla	2280000	68400	0	0	68400	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
508	2A	BOR (BOARD OF REVENUE HOUSING SOCIETY)	A	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	2A-A-BOR	BOR Main Road	Constructed Commercial	3 Marla	2280000	68400	0	0	68400	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
509	2C	BOR (BOARD OF REVENUE HOUSING SOCIETY)	A	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	2C-A-BOR	BOR Main Road	Constructed Commercial	3 Marla	2517000	143910	0	0	143910	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
510	2D	BOR (BOARD OF REVENUE HOUSING SOCIETY)	A	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	2D-A-BOR	BOR Main Road	Constructed Commercial	3 Marla	2280000	68400	0	0	68400	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
511	6A	BOR (BOARD OF REVENUE HOUSING SOCIETY)	A	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	6A-A-BOR	BOR Main Road	Constructed Commercial	3 Marla	2280000	68400	0	0	68400	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
512	6B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	A	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	6B-A-BOR	BOR Main Road	Constructed Commercial	3 Marla	2280000	68400	0	0	68400	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
513	7A	BOR (BOARD OF REVENUE HOUSING SOCIETY)	A	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	7A-A-BOR	BOR Main Road	Constructed Commercial	3 Marla	2280000	68400	0	0	68400	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
514	46/7	BOR (BOARD OF REVENUE HOUSING SOCIETY)	A1	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	46/7-A1-BOR	10	Illegal	6 Marla	2517000	358275	0	0	358275	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
515	46A	BOR (BOARD OF REVENUE HOUSING SOCIETY)	A1	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	46A-A1-BOR	11	Illegal	4 Marla	2517000	191080	0	0	191080	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
516	235	BOR (BOARD OF REVENUE HOUSING SOCIETY)	A2	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	235-A2-BOR	10	Illegal	3 Marla	2517000	143310	0	0	143310	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
517	249	BOR (BOARD OF REVENUE HOUSING SOCIETY)	A2	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	249-A2-BOR	5	Illegal	10 Marla	2517000	534200	0	0	534200	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
518	255	BOR (BOARD OF REVENUE HOUSING SOCIETY)	A2	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	255-A2-BOR	5	Illegal	9 Marla	2517000	537413	0	0	537413	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
519	266	BOR (BOARD OF REVENUE HOUSING SOCIETY)	A2	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	266-A2-BOR	5	Illegal	10 Marla	2280000	285000	0	0	285000	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
520	274	BOR (BOARD OF REVENUE HOUSING SOCIETY)	A2	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	274-A2-BOR	10	Illegal	10 Marla	2517000	536700	0	0	536700	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
521	275	BOR (BOARD OF REVENUE HOUSING SOCIETY)	A2	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	275-A2-BOR	1	Illegal	7 Marla	2517000	417988	0	0	417988	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
522	279	BOR (BOARD OF REVENUE HOUSING SOCIETY)	A2	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	279-A2-BOR	5	Illegal	5 Marla	2517000	238850	0	0	238850	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
523	312	BOR (BOARD OF REVENUE HOUSING SOCIETY)	A2	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	312-A2-BOR	11	Illegal	4 Marla	2517000	191080	0	0	191080	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
524	97A	BOR (BOARD OF REVENUE HOUSING SOCIETY)	A2	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	97A-A2-BOR	5	Illegal	12 Marla	2517000	787950	0	0	787950	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
525	1	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	1-B-BOR	BOR Main Road	Temporary Construction	12 Marla	0	0	0	0	0	VACANT	SHAFIQ UR REHMAN		ILLEGAL	
526	2	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	2-B-BOR	BOR Main Road	Boundary Wall	12 Marla	0	0	0	0	0	VACANT	SHAFIQ UR REHMAN		ILLEGAL	
527	3	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	3-B-BOR	1	Illegal	10 Marla	0	0	0	0	0	VACANT	SHAFIQ UR REHMAN		ILLEGAL	
528	4	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	4-B-BOR	1	Illegal	12 Marla	2517000	548550	0	0	548550	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
529	5	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	5-B-BOR	10	Illegal	12 Marla	2517000	377550	410400	0	377550	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
530	6	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	6-B-BOR	10	Illegal	12 Marla	2517000	377550	396000	0	377550	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
531	7	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	7-B-BOR	1	Illegal	12 Marla	2517000	491550	400000	0	491550	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
532	8	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	8-B-BOR	10	Illegal	12 Marla	2517000	377550	114000	0	377550	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
533	9	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	9-B-BOR	BOR Main Road	Constructed Commercial	12 Marla	2517000	662440	50000	0	662440	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
534	10	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	10-B-BOR	BOR Main Road	Constructed Commercial	12 Marla	2517000	612550	50000	0	612550	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
535	11	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	11-B-BOR	BOR Main Road	Constructed Commercial	12 Marla	2517000	737950	0	0	737950	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
536	12	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	12-B-BOR	BOR Main Road	Constructed Commercial	12 Marla	2517000	787950	0	0	787950	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
537	13	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	13-B-BOR	BOR Main Road	Constructed Commercial	12 Marla	0	0	0	0	0	RESIDENTIAL/USE RESTORED	SHAFIQ UR REHMAN		ILLEGAL	
538	24	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	24-B-BOR	BOR Main Road	Constructed Commercial	10 Marla	2517000	599625	285000	0	599625	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
539	25	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	25-B-BOR	BOR Main Road	Constructed Commercial	10 Marla	2517000	599625	0	0	599625	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
540	26	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	26-B-BOR	BOR Main Road	Constructed Commercial	10 Marla	0	0	0	0	0	RESIDENTIAL/USE RESTORED	SHAFIQ UR REHMAN		ILLEGAL	
541	160	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	160-B-BOR	BOR Main Road	Constructed Commercial	10 Marla	2517000	599625	0	0	599625	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
542	161	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	161-B-BOR	BOR Main Road	Constructed Commercial	10 Marla	2517000	599625	0	0	599625	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
543	162	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	162-B-BOR	BOR Main Road	Boundary Wall	10 Marla	2517000	599625	0	0	599625	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
544	163	BOR (BOARD OF REVENUE HOUSING SOCIETY)	B	BOR (BOARD OF REVENUE HOUSING SOCIETY)	BOR	163-B-BOR	BOR Main Road	Temporary Construction	10 Marla	2517000	599625	0	0	599625	NOT PAID/ NOTICE ISSUED	SHAFIQ UR REHMAN		ILLEGAL	
